Above 50,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_code,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_type,funded_at,funded_month,funded_quarter,funded_year, raised_amount_usd 
no,biotech,USA,CA,SF Bay,Brisbane,/financial-organization/polytechnos-venture-partners,PolyTechnos Venture Partners,,DEU,,Munich,Munich,series-a,12/20/2004,2004-12,2004-Q4,2004," $13,000,000.00 "
no,biotech,USA,CA,SF Bay,Brisbane,/financial-organization/polytechnos-venture-partners,PolyTechnos Venture Partners,,DEU,,Munich,Munich,series-b,2/26/2007,2007-02,2007-Q1,2007," $35,000,000.00 "
no,biotech,USA,CA,SF Bay,Brisbane,/financial-organization/polytechnos-venture-partners,PolyTechnos Venture Partners,,DEU,,Munich,Munich,series-c+,1/12/2009,2009-01,2009-Q1,2009," $20,000,000.00 "
no,biotech,USA,NJ,Parsippany,Parsippany,/financial-organization/pontifax-funds,Pontifax Funds,,ISR,,Herzelia,Herzelia,venture,9/14/2010,2010-09,2010-Q3,2010," $15,000,000.00 "
no,biotech,USA,ME,Minnetonka,Minnetonka,/financial-organization/portage-capital,Portage Capital,,USA,MN,Minneapolis,Wayzata,venture,2/17/2005,2005-02,2005-Q1,2005," $1,500,000.00 "
no,biotech,USA,OH,Cleveland,Cleveland,/financial-organization/portal-capital,Portal Capital,,USA,OH,Cleveland,Beachwood,venture,1/6/2010,2010-01,2010-Q1,2010," $500,000.00 "
no,biotech,USA,OH,Hudson,Hudson,/financial-organization/portal-capital,Portal Capital,,USA,OH,Cleveland,Beachwood,series-b,11/9/2011,2011-11,2011-Q4,2011," $4,900,501.00 "
no,biotech,USA,OH,Cleveland,Cleveland,/financial-organization/portal-capital,Portal Capital,,USA,OH,Cleveland,Beachwood,series-a,9/27/2010,2010-09,2010-Q3,2010," $1,800,000.00 "
no,biotech,USA,CO,Denver,Broomfield,/financial-organization/posco-bioventures,POSCO BioVentures,,USA,CA,San Diego,Carlsbad,series-c+,11/12/2008,2008-11,2008-Q4,2008," $35,000,000.00 "
no,biotech,USA,CA,SF Bay,Santa Clara,/financial-organization/posco-bioventures,POSCO BioVentures,,USA,CA,San Diego,Carlsbad,series-b,1/1/2006,2006-01,2006-Q1,2006," $27,000,000.00 "
no,medical,USA,MA,Boston,Andover,/financial-organization/posco-bioventures,POSCO BioVentures,,USA,CA,San Diego,Carlsbad,series-b,1/27/2004,2004-01,2004-Q1,2004," $27,600,000.00 "
no,medical,USA,MA,Boston,Andover,/financial-organization/posco-bioventures,POSCO BioVentures,,USA,CA,San Diego,Carlsbad,series-c+,4/13/2007,2007-04,2007-Q2,2007," $25,500,000.00 "
no,biotech,USA,CO,Denver,Broomfield,/financial-organization/posco-bioventures,POSCO BioVentures,,USA,CA,San Diego,Carlsbad,series-a,6/1/2004,2004-06,2004-Q2,2004," $3,050,000.00 "
no,medical,USA,MA,Boston,Andover,/financial-organization/posco-bioventures,POSCO BioVentures,,USA,CA,San Diego,Carlsbad,series-c+,3/30/2010,2010-03,2010-Q1,2010," $36,000,000.00 "
no,biotech,USA,CA,SF Bay,Redwood City,/financial-organization/posco-bioventures,POSCO BioVentures,,USA,CA,San Diego,Carlsbad,series-c+,3/8/2010,2010-03,2010-Q1,2010," $32,000,000.00 "
no,biotech,USA,RI,Lincoln,Lincoln,/financial-organization/pound-capital,Pound Capital,,USA,CT,New York,Stamford,series-b,11/16/2006,2006-11,2006-Q4,2006," $35,000,000.00 "
no,medical,USA,NY,New York,New York,/financial-organization/praefinium-group,Praefinium Group,,GBR,,London,London,series-c+,9/15/2009,2009-09,2009-Q3,2009," $6,500,000.00 "
no,medical,USA,FL,Fort Myers,Fort Myers,/financial-organization/prairie-capital,Prairie Capital,,USA,IL,Chicago,Chicago,private-equity,1/7/2013,2013-01,2013-Q1,2013," $33,620,000.00 "
no,biotech,USA,MN,Minneapolis,Minneapolis,/financial-organization/prairiegold-venture-partners,PrairieGold Venture Partners,,USA,SD,Sioux Falls,Sioux Falls,series-b,5/26/2009,2009-05,2009-Q2,2009," $3,500,000.00 "
no,biotech,USA,CA,SF Bay,San Jose,/financial-organization/prairiegold-venture-partners,PrairieGold Venture Partners,,USA,SD,Sioux Falls,Sioux Falls,venture,8/5/2008,2008-08,2008-Q3,2008," $2,270,000.00 "
no,biotech,USA,UT,Salt Lake City,Salt Lake City,/financial-organization/prairiegold-venture-partners,PrairieGold Venture Partners,,USA,SD,Sioux Falls,Sioux Falls,series-a,8/30/2010,2010-08,2010-Q3,2010," $10,800,000.00 "
no,biotech,USA,NE,Omaha,LINCOLN,/financial-organization/prairiegold-venture-partners,PrairieGold Venture Partners,,USA,SD,Sioux Falls,Sioux Falls,series-a,11/1/2010,2010-11,2010-Q4,2010," $2,000,000.00 "
no,biotech,USA,UT,Salt Lake City,Salt Lake City,/financial-organization/prairiegold-venture-partners,PrairieGold Venture Partners,,USA,SD,Sioux Falls,Sioux Falls,series-b,1/4/2011,2011-01,2011-Q1,2011," $15,000,000.00 "
no,biotech,USA,CO,Denver,Aurora,/financial-organization/prelude-trust,Prelude Trust,,,,unknown,,series-c+,4/3/2006,2006-04,2006-Q2,2006," $9,900,000.00 "
no,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/primus-capital-management,Primus Capital,,HUN,,Budapest,Budapest,series-c+,1/14/2008,2008-01,2008-Q1,2008," $16,000,000.00 "
no,medical,USA,OH,Cleveland,Garfield Heights,/financial-organization/primus-capital-management,Primus Capital,,HUN,,Budapest,Budapest,series-c+,10/25/2010,2010-10,2010-Q4,2010," $15,000,000.00 "
no,medical,USA,OH,Cleveland,Garfield Heights,/financial-organization/primus-capital-management,Primus Capital,,HUN,,Budapest,Budapest,series-c+,1/10/2013,2013-01,2013-Q1,2013," $3,600,000.00 "
no,biotech,USA,MA,Boston,Waltham,/financial-organization/prism-venture-management,Prism Venture Management,,USA,MA,Boston,Needham,series-a,9/6/2007,2007-09,2007-Q3,2007," $12,000,000.00 "
no,biotech,USA,MA,Boston,Waltham,/financial-organization/prism-venture-management,Prism Venture Management,,USA,MA,Boston,Needham,series-b,5/28/2009,2009-05,2009-Q2,2009," $50,000,000.00 "
no,biotech,USA,CA,SF Bay,Menlo Park,/financial-organization/prism-venture-management,Prism Venture Management,,USA,MA,Boston,Needham,series-c+,5/5/2009,2009-05,2009-Q2,2009," $20,500,000.00 "
no,medical,USA,CA,SF Bay,Mountain View,/financial-organization/prism-venture-management,Prism Venture Management,,USA,MA,Boston,Needham,series-b,4/29/2011,2011-04,2011-Q2,2011," $7,000,000.00 "
no,medical,USA,MA,Boston,Waltham,/financial-organization/prism-venture-management,Prism Venture Management,,USA,MA,Boston,Needham,series-c+,3/5/2013,2013-03,2013-Q1,2013," $43,000,000.00 "
yes,biotech,USA,CA,SF Bay,Mountain View,/financial-organization/private-life-biomed,Private Life Biomed,,DEU,,Hamburg,Hamburg,series-c+,2/28/2005,2005-02,2005-Q1,2005," $74,000,000.00 "
no,biotech,USA,MO,Saint Louis,St. Louis,/financial-organization/prolog-ventures,Prolog Ventures,,USA,MO,Saint Louis,St. Louis,series-c+,2/11/2009,2009-02,2009-Q1,2009," $11,800,000.00 "
no,biotech,USA,MO,Saint Louis,St. Louis,/financial-organization/prolog-ventures,Prolog Ventures,,USA,MO,Saint Louis,St. Louis,series-a,11/12/2007,2007-11,2007-Q4,2007," $5,000,000.00 "
no,biotech,USA,WI,Madison,Madison,/financial-organization/prolog-ventures,Prolog Ventures,,USA,MO,Saint Louis,St. Louis,series-a,1/9/2006,2006-01,2006-Q1,2006," $12,000,000.00 "
no,biotech,USA,IN,Indianapolis,Indianapolis,/financial-organization/prolog-ventures,Prolog Ventures,,USA,MO,Saint Louis,St. Louis,series-a,1/25/2008,2008-01,2008-Q1,2008," $6,250,000.00 "
no,biotech,USA,CA,SF Bay,Alameda,/financial-organization/prolog-ventures,Prolog Ventures,,USA,MO,Saint Louis,St. Louis,series-c+,7/17/2006,2006-07,2006-Q3,2006," $9,350,000.00 "
no,biotech,USA,MN,Mendota Heights,Mendota Heights,/financial-organization/prolog-ventures,Prolog Ventures,,USA,MO,Saint Louis,St. Louis,series-b,7/27/2006,2006-07,2006-Q3,2006," $7,500,000.00 "
no,biotech,USA,CA,SF Bay,Mountain View,/financial-organization/prolog-ventures,Prolog Ventures,,USA,MO,Saint Louis,St. Louis,venture,12/29/2006,2006-12,2006-Q4,2006," $4,000,000.00 "
no,biotech,USA,MO,Saint Louis,St. Louis,/financial-organization/prolog-ventures,Prolog Ventures,,USA,MO,Saint Louis,St. Louis,series-b,8/12/2005,2005-08,2005-Q3,2005," $6,000,000.00 "
no,biotech,USA,CA,SF Bay,Fremont,/financial-organization/prolog-ventures,Prolog Ventures,,USA,MO,Saint Louis,St. Louis,series-a,3/7/2011,2011-03,2011-Q1,2011," $13,500,000.00 "
no,biotech,USA,CA,SF Bay,Mountain View,/financial-organization/prolog-ventures,Prolog Ventures,,USA,MO,Saint Louis,St. Louis,series-c+,1/23/2012,2012-01,2012-Q1,2012," $10,000,000.00 "
no,biotech,USA,NM,Albuquerque,Albuquerque,/financial-organization/prolog-ventures,Prolog Ventures,,USA,MO,Saint Louis,St. Louis,venture,5/6/2013,2013-05,2013-Q2,2013," $8,000,000.00 "
no,biotech,USA,MO,Saint Louis,St. Louis,/financial-organization/prolog-ventures,Prolog Ventures,,USA,MO,Saint Louis,St. Louis,series-c+,6/5/2013,2013-06,2013-Q2,2013," $14,100,000.00 "
no,biotech,USA,MO,Saint Louis,St. Louis,/financial-organization/prolog-ventures,Prolog Ventures,,USA,MO,Saint Louis,St. Louis,series-a,2/19/2013,2013-02,2013-Q1,2013," $1,500,000.00 "
no,biotech,USA,CA,SF Bay,Alameda,/financial-organization/prolog-ventures,Prolog Ventures,,USA,MO,Saint Louis,St. Louis,series-c+,6/28/2013,2013-06,2013-Q2,2013," $15,000,000.00 "
no,biotech,USA,CA,California - Other,,/financial-organization/proquest-investments,ProQuest Investments,,USA,NJ,Princeton,Princeton,venture,4/7/2009,2009-04,2009-Q2,2009," $38,000,000.00 "
no,biotech,USA,NJ,New Brunswick,New Brunswick,/financial-organization/proquest-investments,ProQuest Investments,,USA,NJ,Princeton,Princeton,series-b,4/8/2009,2009-04,2009-Q2,2009," $25,000,000.00 "
yes,biotech,USA,CO,Denver,Boulder,/financial-organization/proquest-investments,ProQuest Investments,,USA,NJ,Princeton,Princeton,series-a,5/26/2009,2009-05,2009-Q2,2009," $145,000,000.00 "
yes,biotech,USA,CA,SF Bay,Fremont,/financial-organization/proquest-investments,ProQuest Investments,,USA,NJ,Princeton,Princeton,series-a,11/15/2007,2007-11,2007-Q4,2007," $90,000,000.00 "
no,biotech,USA,CA,SF Bay,San Bruno,/financial-organization/proquest-investments,ProQuest Investments,,USA,NJ,Princeton,Princeton,series-a,11/5/2007,2007-11,2007-Q4,2007," $17,000,000.00 "
no,biotech,USA,CA,SF Bay,Fremont,/financial-organization/proquest-investments,ProQuest Investments,,USA,NJ,Princeton,Princeton,series-b,8/6/2009,2009-08,2009-Q3,2009," $30,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/proquest-investments,ProQuest Investments,,USA,NJ,Princeton,Princeton,series-c+,8/25/2009,2009-08,2009-Q3,2009," $29,000,000.00 "
no,biotech,USA,CA,San Diego,Carlsbad,/financial-organization/proquest-investments,ProQuest Investments,,USA,NJ,Princeton,Princeton,series-a,11/27/2007,2007-11,2007-Q4,2007," $15,500,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/proquest-investments,ProQuest Investments,,USA,NJ,Princeton,Princeton,series-b,4/15/2010,2010-04,2010-Q2,2010," $5,000,000.00 "
no,biotech,USA,MA,Boston,Lexington,/financial-organization/proquest-investments,ProQuest Investments,,USA,NJ,Princeton,Princeton,series-c+,6/18/2010,2010-06,2010-Q2,2010," $25,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/proquest-investments,ProQuest Investments,,USA,NJ,Princeton,Princeton,venture,11/8/2005,2005-11,2005-Q4,2005," $21,000,000.00 "
no,biotech,USA,CA,Los Angeles,Lake Forest,/financial-organization/proquest-investments,ProQuest Investments,,USA,NJ,Princeton,Princeton,series-c+,7/20/2010,2010-07,2010-Q3,2010," $35,000,000.00 "
no,biotech,USA,WA,Seattle,Seattle,/financial-organization/proquest-investments,ProQuest Investments,,USA,NJ,Princeton,Princeton,series-b,7/26/2010,2010-07,2010-Q3,2010," $32,000,000.00 "
no,medical,USA,MA,Boston,Littleton,/financial-organization/proquest-investments,ProQuest Investments,,USA,NJ,Princeton,Princeton,venture,1/24/2012,2012-01,2012-Q1,2012," $45,000,000.00 "
no,biotech,USA,NJ,Princeton,Princeton,/financial-organization/proquest-investments,ProQuest Investments,,USA,NJ,Princeton,Princeton,series-c+,7/19/2012,2012-07,2012-Q3,2012," $40,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/proquest-investments,ProQuest Investments,,USA,NJ,Princeton,Princeton,series-a,7/31/2012,2012-07,2012-Q3,2012," $27,000,000.00 "
yes,medical,USA,MA,Boston,Littleton,/financial-organization/proquest-investments,ProQuest Investments,,USA,NJ,Princeton,Princeton,venture,6/25/2013,2013-06,2013-Q2,2013," $55,000,000.00 "
yes,biotech,USA,CA,Los Angeles,Lake Forest,/financial-organization/proquest-investments,ProQuest Investments,,USA,NJ,Princeton,Princeton,private-equity,7/29/2013,2013-07,2013-Q3,2013," $55,000,000.00 "
no,medical,USA,CA,SF Bay,San Jose,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,venture,1/2/2009,2009-01,2009-Q1,2009," $35,000,000.00 "
no,biotech,USA,CA,Los Angeles,Calabasas,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-c+,5/19/2008,2008-05,2008-Q2,2008," $30,000,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-a,2/1/2008,2008-02,2008-Q1,2008," $24,550,000.00 "
no,biotech,USA,CA,Los Angeles,Irvine,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-c+,5/8/2009,2009-05,2009-Q2,2009," $40,000,000.00 "
no,biotech,USA,CA,SF Bay,Mountain View,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-c+,8/24/2009,2009-08,2009-Q3,2009," $45,000,000.00 "
no,biotech,USA,CA,SF Bay,San Carlos,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-a,9/6/2006,2006-09,2006-Q3,2006," $8,000,000.00 "
no,biotech,USA,CA,SF Bay,Menlo Park,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-b,6/12/2007,2007-06,2007-Q2,2007," $42,700,000.00 "
yes,biotech,USA,CA,SF Bay,Menlo Park,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-c+,12/21/2007,2007-12,2007-Q4,2007," $62,500,000.00 "
no,biotech,USA,CA,SF Bay,San Carlos,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-a,9/15/2009,2009-09,2009-Q3,2009," $21,500,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-c+,8/25/2009,2009-08,2009-Q3,2009," $29,000,000.00 "
no,biotech,USA,NJ,New York,Jersey City,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-b,10/1/2009,2009-10,2009-Q4,2009," $50,000,000.00 "
no,medical,USA,MA,Boston,Cambridge,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-a,1/8/2009,2009-01,2009-Q1,2009," $22,000,000.00 "
no,medical,USA,CA,SF Bay,San Jose,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,venture,1/11/2010,2010-01,2010-Q1,2010," $2,800,000.00 "
no,biotech,USA,CA,Los Angeles,Irvine,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-c+,1/27/2010,2010-01,2010-Q1,2010," $30,000,000.00 "
yes,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-b,3/15/2010,2010-03,2010-Q1,2010," $51,000,000.00 "
no,biotech,USA,CA,Los Angeles,Calabasas,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-b,7/24/2006,2006-07,2006-Q3,2006," $30,000,000.00 "
no,biotech,USA,CA,SF Bay,Redwood City,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,venture,7/6/2006,2006-07,2006-Q3,2006," $11,000,000.00 "
no,medical,USA,CA,SF Bay,San Jose,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-c+,6/23/2010,2010-06,2010-Q2,2010," $30,000,000.00 "
no,medical,USA,CA,SF Bay,San Jose,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,venture,7/15/2010,2010-07,2010-Q3,2010," $36,200,000.00 "
no,biotech,USA,CA,SF Bay,Mountain View,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-c+,8/19/2010,2010-08,2010-Q3,2010," $39,000,000.00 "
no,biotech,USA,CA,SF Bay,Menlo Park,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,venture,8/29/2005,2005-08,2005-Q3,2005," $6,400,000.00 "
no,biotech,USA,CA,SF Bay,Redwood City,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-c+,10/6/2010,2010-10,2010-Q4,2010," $30,000,000.00 "
no,medical,USA,MA,Boston,Cambridge,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-a,10/14/2010,2010-10,2010-Q4,2010," $33,000,000.00 "
no,medical,USA,KS,Kansas City,Lawrence,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,venture,1/27/2011,2011-01,2011-Q1,2011,
no,biotech,USA,CA,Los Angeles,Calabasas,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-c+,9/19/2011,2011-09,2011-Q3,2011," $37,400,000.00 "
no,biotech,USA,PA,Philadelphia,West Conshohocken,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-a,10/11/2011,2011-10,2011-Q4,2011," $4,500,000.00 "
no,biotech,USA,CA,SF Bay,Palo Alto,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-b,10/18/2011,2011-10,2011-Q4,2011," $27,000,000.00 "
no,medical,USA,CA,SF Bay,San Jose,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,venture,11/8/2011,2011-11,2011-Q4,2011," $25,000,000.00 "
no,medical,USA,MA,Boston,Cambridge,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,venture,2/23/2012,2012-02,2012-Q1,2012," $15,000,000.00 "
no,medical,USA,CA,SF Bay,Redwood City,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-c+,6/4/2012,2012-06,2012-Q2,2012," $26,000,000.00 "
no,biotech,USA,CA,SF Bay,South San Francisco,/financial-organization/prospect-venture-partners,Prospect Venture Partners,,USA,CA,SF Bay,Palo Alto,series-c+,7/18/2013,2013-07,2013-Q3,2013," $50,000,000.00 "
no,biotech,USA,CA,SF Bay,Fremont,/financial-organization/psilos-group,Psilos Group,,USA,NY,New York,New York,series-c+,10/9/2007,2007-10,2007-Q4,2007," $30,000,000.00 "
no,medical,USA,CA,Los Angeles,Northridge,/financial-organization/psilos-group,Psilos Group,,USA,NY,New York,New York,series-a,10/30/2009,2009-10,2009-Q4,2009," $14,000,000.00 "
no,health,USA,CA,SF Bay,San Francisco,/financial-organization/psilos-group,Psilos Group,,USA,NY,New York,New York,series-c+,1/7/2013,2013-01,2013-Q1,2013," $15,000,000.00 "
no,biotech,USA,NH,Salem,Salem,/financial-organization/psilos-group,Psilos Group,,USA,NY,New York,New York,series-a,7/16/2013,2013-07,2013-Q3,2013," $16,000,000.00 "
no,biotech,USA,CA,San Diego,San Diego,/financial-organization/ptv-sciences,PTV Sciences,,USA,TX,Austin,Austin,series-c+,2/21/2008,2008-02,2008-Q1,2008," $28,800,000.00 "
no,biotech,USA,TX,Austin,Austin,/financial-organization/ptv-sciences,PTV Sciences,,USA,TX,Austin,Austin,venture,11/11/2009,2009-11,2009-Q4,2009," $3,500,000.00 "
no,biotech,USA,TX,Austin,Austin,/financial-organization/ptv-sciences,PTV Sciences,,USA,TX,Austin,Austin,series-a,1/31/2010,2010-01,2010-Q1,2010," $2,000,000.00 "
no,biotech,USA,TX,Austin,Austin,/financial-organization/ptv-sciences,PTV Sciences,,USA,TX,Austin,Austin,series-b,12/10/2007,2007-12,2007-Q4,2007," $18,500,000.00 "
no,medical,USA,NC,Raleigh-Durham,Durham,/financial-organization/ptv-sciences,PTV Sciences,,USA,TX,Austin,Austin,series-c+,9/14/2010,2010-09,2010-Q3,2010," $20,000,000.00 "
no,biotech,USA,TX,Houston,Webster,/financial-organization/ptv-sciences,PTV Sciences,,USA,TX,Austin,Austin,series-c+,10/7/2010,2010-10,2010-Q4,2010," $46,000,000.00 "
no,medical,USA,CA,SF Bay,Menlo Park,/financial-organization/ptv-sciences,PTV Sciences,,USA,TX,Austin,Austin,venture,11/1/2010,2010-11,2010-Q4,2010," $30,000,000.00 "
no,medical,USA,NC,Raleigh-Durham,Durham,/financial-organization/ptv-sciences,PTV Sciences,,USA,TX,Austin,Austin,venture,1/7/2013,2013-01,2013-Q1,2013," $24,000,000.00 "
no,medical,USA,CA,SF Bay,Menlo Park,/financial-organization/ptv-sciences,PTV Sciences,,USA,TX,Austin,Austin,series-c+,2/25/2013,2013-02,2013-Q1,2013," $30,000,000.00 "
no,medical,USA,OH,Cleveland,Cleveland,/financial-organization/public-square-partners,Public Square Partners,,,,unknown,,series-a,1/8/2013,2013-01,2013-Q1,2013," $5,000,000.00 "
no,biotech,USA,IN,West Lafayette,West Lafayette,/financial-organization/purdue-university-endowment,Purdue University Endowment,,USA,IN,West Lafayette,West Lafayette,venture,3/4/2009,2009-03,2009-Q1,2009," $2,000,000.00 "
no,medical,USA,MA,Boston,Cambridge,/financial-organization/puretech-ventures,PureTech Ventures,,USA,MA,Boston,Boston,series-a,1/8/2009,2009-01,2009-Q1,2009," $22,000,000.00 "
no,medical,USA,MA,Boston,Cambridge,/financial-organization/puretech-ventures,PureTech Ventures,,USA,MA,Boston,Boston,series-a,1/1/2005,2005-01,2005-Q1,2005," $3,000,000.00 "
no,biotech,USA,MA,Boston,Cambridge,/financial-organization/puretech-ventures,PureTech Ventures,,USA,MA,Boston,Boston,venture,11/8/2005,2005-11,2005-Q4,2005," $21,000,000.00 "
no,biotech,USA,UT,Salt Lake City,Salt Lake City,/financial-organization/q-management,Q management,,,,unknown,,series-b,2/15/2008,2008-02,2008-Q1,2008," $8,000,000.00 "
no,biotech,USA,CA,SF Bay,Santa Clara,/financial-organization/qiming-venture-partners,QiMing Venture Partners,,CHN,,Shanghai,Shanghai,series-c+,5/4/2011,2011-05,2011-Q2,2011," $28,800,000.00 "
no,biotech,USA,MD,Washington DC,Rockville,/financial-organization/qiming-venture-partners,QiMing Venture Partners,,CHN,,Shanghai,Shanghai,series-c+,3/21/2013,2013-03,2013-Q1,2013," $21,300,000.00 "
no,biotech,USA,NC,Raleigh-Durham,Chapel Hill,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-c+,6/2/2009,2009-06,2009-Q2,2009," $46,000,000.00 "
yes,biotech,USA,NC,Raleigh-Durham,Pittsboro,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-c+,10/6/2008,2008-10,2008-Q4,2008," $60,000,000.00 "
no,biotech,USA,MA,Boston,Bedford,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-a,8/6/2009,2009-08,2009-Q3,2009," $18,600,000.00 "
no,biotech,USA,PA,Philadelphia,Malvern,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-c+,10/27/2009,2009-10,2009-Q4,2009," $30,000,000.00 "
no,medical,USA,MD,Washington DC,Glen Burnie,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-c+,10/30/2009,2009-10,2009-Q4,2009," $20,000,000.00 "
no,biotech,USA,NC,Raleigh-Durham,Durham,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-c+,12/17/2009,2009-12,2009-Q4,2009," $40,000,000.00 "
no,biotech,USA,PA,Philadelphia,New Hope,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-a,1/12/2010,2010-01,2010-Q1,2010," $5,000,000.00 "
no,biotech,USA,PA,Philadelphia,Philadelphia,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-a,1/17/2010,2010-01,2010-Q1,2010," $24,000,000.00 "
yes,medical,USA,NC,Raleigh-Durham,Durham,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-b,1/21/2010,2010-01,2010-Q1,2010," $55,000,000.00 "
no,biotech,USA,PA,East Norriton,East Norriton,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-c+,10/15/2007,2007-10,2007-Q4,2007," $33,000,000.00 "
no,biotech,USA,NC,Raleigh-Durham,Pittsboro,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-c+,5/24/2007,2007-05,2007-Q2,2007," $30,000,000.00 "
no,biotech,USA,NC,Raleigh-Durham,Durham,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-a,6/25/2007,2007-06,2007-Q2,2007," $15,800,000.00 "
no,biotech,USA,PA,Pittsburg,Pittsburgh,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-b,4/23/2007,2007-04,2007-Q2,2007," $1,600,000.00 "
no,biotech,USA,PA,East Norriton,East Norriton,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-b,6/23/2006,2006-06,2006-Q2,2006," $50,000,000.00 "
no,biotech,USA,PA,Philadelphia,Bristol,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-a,3/31/2006,2006-03,2006-Q1,2006," $14,000,000.00 "
no,medical,USA,NC,Raleigh-Durham,Morrisville,/financial-organization/quaker-bioventures,Quaker BioVentures,,USA,PA,Philadelphia,Philadelphia,series-c+,5/6/2010,2010-05,2010-Q2,2010," $44,500,000.00 "
